NtsbNo,EventType,Mkey,EventDate,City,State,Country,ReportNo,N#,HasSafetyRec,Mode,ReportType,OriginalPublishedDate,HighestInjuryLevel,FatalInjuryCount,SeriousInjuryCount,MinorInjuryCount,ProbableCause,Findings,DocketUrl
ERA15FA085,ACC,90540,2014-12-29T11:25:00Z,Lake Worth,Florida,United States,,N771MM,FALSE,Aviation,DirectorBrief,2017-03-06T05:00:00Z,Fatal,1,1,0,"A main rotor stall due to low rotor rpm, which resulted in an uncontrolled descent into terrain. Contributing to the accident was the flight instructor’s delayed remedial action.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Prop/rotor parameters - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Student/instructed pilot, Personnel issues - Action/decision - Action - Delayed action - Instructor/check pilot",https://data.ntsb.gov/Docket?ProjectID=90540
WPR15WA075,ACC,90563,2014-12-29T05:00:00Z,"Port Arthur, Australia",,Australia,,VH-PFT,FALSE,Aviation,None,,Fatal,2,0,0,,,https://data.ntsb.gov/Docket?ProjectID=90563
DCA15WA046,ACC,90542,2014-12-28T05:00:00Z,Pangkalan Bun,,Indonesia,,PK-AXC,FALSE,Aviation,None,,Fatal,162,0,0,,,https://data.ntsb.gov/Docket?ProjectID=90542
ERA15CA086,ACC,90547,2014-12-27T20:35:00Z,Liberty,North Carolina,United States,,N177JD,FALSE,Aviation,DirectorBrief,2015-06-09T04:00:00Z,None,0,0,0,"The pilot's improper landing flare, which resulted in a hard landing and collapse of the left main landing gear.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",https://data.ntsb.gov/Docket?ProjectID=90547
ERA15LA084,ACC,90538,2014-12-27T16:45:00Z,Westminster,Maryland,United States,,"N49294, N95297",FALSE,Aviation,DirectorBrief,2015-09-08T04:00:00Z,Serious,0,1,0,"The pilot’s failure to see and avoid the other airplane, which resulted in a midair collision while both airplanes were on final approach to land.",Personnel issues - Psychological - Attention/monitoring - Monitoring other aircraft - Pilot,https://data.ntsb.gov/Docket?ProjectID=90538
ERA15WA098,ACC,90597,2014-12-27T13:40:00Z,Bertioga,,Brazil,,PT-HNC,FALSE,Aviation,None,,Fatal,5,0,0,,,https://data.ntsb.gov/Docket?ProjectID=90597
ERA15CA083,ACC,90536,2014-12-26T09:00:00Z,Nashville,Tennessee,United States,,N6063F,FALSE,Aviation,DirectorBrief,2015-04-07T04:00:00Z,None,0,0,0,"The pilot's inadequate control of the airplane during the landing roll, which resulted in a runway excursion.","Aircraft - Aircraft oper/perf/capability - Aircraft capability - Braking capability - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained",https://data.ntsb.gov/Docket?ProjectID=90536
ENG15WA019,INC,91119,2014-12-26T05:00:00Z,"Athens, Greece",,Greece,,F-GRSQ,FALSE,Aviation,None,,None,0,0,0,,,https://data.ntsb.gov/Docket?ProjectID=91119
ERA15WA082,ACC,90535,2014-12-24T20:50:00Z,Piedecuesta,,Colombia,,HK4892,FALSE,Aviation,None,,Fatal,7,0,0,,,https://data.ntsb.gov/Docket?ProjectID=90535
CEN15WA096,ACC,90570,2014-12-24T15:10:00Z,"Lorrha, Tipperary, Ireland",,Ireland,,G-OCTI,FALSE,Aviation,None,,None,0,0,0,,,https://data.ntsb.gov/Docket?ProjectID=90570
CEN15FA087,ACC,90537,2014-12-24T13:54:00Z,Port Huron,Michigan,United States,,N38884,FALSE,Aviation,DirectorBrief,2016-05-02T04:00:00Z,Fatal,1,0,0,The pilot’s decision to continue flight below the minimum descent altitude without visually acquiring the runway and his delayed and improperly executed missed approach procedure in instrument meteorological conditions.,"Personnel issues - Action/decision - Action - Delayed action - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - (general) - Not attained/maintained, Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - Below approach minima - Contributed to outcome",https://data.ntsb.gov/Docket?ProjectID=90537
WPR15FA070,ACC,90534,2014-12-24T13:25:00Z,Sutter Creek,California,United States,,N8518B,FALSE,Aviation,DirectorBrief,2017-04-04T04:00:00Z,Fatal,2,0,0,"The noninstrument-rated pilot's encounter with instrument meteorological conditions (IMC) while maneuvering, which resulted in a loss of airplane control due to spatial disorientation. Contributing to the accident was the pilot's decision to attempt to descend into an area of widespread IMC.","Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - Below VFR minima - Effect on operation, Personnel issues - Psychological - Perception/orientation/illusion - Spatial disorientation - Pilot, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Personnel issues - Experience/knowledge - Experience/qualifications - Qualification/certification - Pilot, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Environmental issues - Physical environment - Terrain - Mountainous/hilly terrain - Contributed to outcome",https://data.ntsb.gov/Docket?ProjectID=90534
ERA15LA091,ACC,90571,2014-12-22T12:50:00Z,South Bimini,,Bahamas,,N12182,FALSE,Aviation,DirectorBrief,2016-09-14T04:00:00Z,Minor,0,0,1,"The total loss of engine power for reasons that could not be determined because examination of the engine did not reveal any anomalies that would have precluded normal operation, which resulted in a subsequent ditching in the ocean.","Not determined - Not determined - (general) - (general) - Unknown/Not determined, Environmental issues - Physical environment - Terrain - Water - Contributed to outcome",https://data.ntsb.gov/Docket?ProjectID=90571
CEN15FA083,ACC,90518,2014-12-22T09:52:00Z,Odessa,Texas,United States,,N9922V,FALSE,Aviation,DirectorBrief,2016-02-08T05:00:00Z,Fatal,1,0,0,"The pilot’s failure to maintain adequate airspeed while maneuvering at an excessive bank angle at a low altitude, which resulted in an accelerated stall and spin with insufficient altitude for a recovery.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Angle of attack - Capability exceeded, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Lateral/bank control - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",https://data.ntsb.gov/Docket?ProjectID=90518
ERA15CA079,ACC,90520,2014-12-22T09:40:00Z,Henniker,New Hampshire,United States,,N64HF,FALSE,Aviation,DirectorBrief,2015-04-07T04:00:00Z,None,0,0,0,"The pilot's failure to maintain aircraft control while landing, which resulted in a collision with a snow bank. Contributing to the accident was ice that covered the landing surface.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Yaw control - Not specified, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Snow/slush/ice covered surface - Effect on operation",https://data.ntsb.gov/Docket?ProjectID=90520
ERA15CA081,ACC,90531,2014-12-21T13:45:00Z,Miami Gardens,Florida,United States,,N430WH,FALSE,Aviation,DirectorBrief,2015-07-27T04:00:00Z,None,0,0,0,The pilot's misjudgment of his helicopter's position relative to a parked helicopter during a pedal turn.,Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot,https://data.ntsb.gov/Docket?ProjectID=90531
WPR15LA067,ACC,90517,2014-12-21T11:30:00Z,Perris,California,United States,,N105JF,FALSE,Aviation,DirectorBrief,2016-06-16T04:00:00Z,Serious,0,1,0,"The partial loss of engine power during takeoff due to an improperly configured carburetor and fuel supply system. Contributing to the accident was the pilot's loss of airplane control during the off-field landing, which resulted in an aerodynamic stall.","Aircraft - Aircraft power plant - Engine fuel and control - Fuel control/carburetor - Incorrect service/maintenance, Personnel issues - Task performance - Maintenance - Modification/alteration - Owner/builder, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - (general) - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",https://data.ntsb.gov/Docket?ProjectID=90517
ERA15CA080,ACC,90529,2014-12-20T15:25:00Z,Bumpass,Virginia,United States,,N573TB,FALSE,Aviation,DirectorBrief,2015-07-27T04:00:00Z,None,0,0,0,The pilot's improper flare during a water landing.,"Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Incorrect use/operation",https://data.ntsb.gov/Docket?ProjectID=90529
WPR15CA066,ACC,90516,2014-12-20T13:30:00Z,San Rafael,California,United States,,N25VP,FALSE,Aviation,DirectorBrief,2015-02-11T05:00:00Z,None,0,0,0,"The pilot's delayed decision to abort the takeoff. Contributing to the accident are an inadequate modification to the seat position, and the pilot's failure to check flight controls for freedom and correct movement.","Personnel issues - Action/decision - Action - Delayed action - Pilot, Personnel issues - Task performance - Inspection - Preflight inspection - Pilot, Personnel issues - Task performance - Maintenance - Modification/alteration - Pilot",https://data.ntsb.gov/Docket?ProjectID=90516
ANC15IA006,INC,90548,2014-12-20T11:30:00Z,Nome,Alaska,United States,,N393B,FALSE,Aviation,DirectorBrief,2015-08-11T04:00:00Z,None,0,0,0,"The disengagement and subsequent binding of the right tailwheel steering cable, which disabled the rudder system.",Aircraft - Aircraft systems - Flight control system - Rudder control system - Malfunction,https://data.ntsb.gov/Docket?ProjectID=90548
CEN15FA081,ACC,90513,2014-12-18T19:16:00Z,Seagoville,Texas,United States,,N555SF,FALSE,Aviation,DirectorBrief,2016-09-22T04:00:00Z,Fatal,1,0,0,The pilot’s loss of control and subsequent impact with terrain in instrument meteorological conditions.,"Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - (general) - Not attained/maintained, Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - Below VFR minima - Effect on operation, Personnel issues - Task performance - Planning/preparation - Fuel planning - Pilot, Personnel issues - Psychological - Perception/orientation/illusion - Situational awareness - Pilot, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Personnel issues - Experience/knowledge - Knowledge - Knowledge of procedures - Pilot",https://data.ntsb.gov/Docket?ProjectID=90513
CEN15LA089,ACC,90546,2014-12-18T18:23:00Z,San Antonio,Texas,United States,,N700MA,FALSE,Aviation,DirectorBrief,2016-01-05T05:00:00Z,None,0,0,0,The retraction of the left main landing gear after landing for reasons that could not be determined during postaccident examinations.,Not determined - Not determined - (general) - (general) - Unknown/Not determined,https://data.ntsb.gov/Docket?ProjectID=90546
CEN15WA082,ACC,90515,2014-12-18T05:00:00Z,Nuevo Michoacan,,Mexico,,N265TW,FALSE,Aviation,None,,Fatal,2,0,0,,,https://data.ntsb.gov/Docket?ProjectID=90515
DCA15WA043,ACC,90532,2014-12-17T07:05:00Z,London,,United Kingdom,,EI-EBR,FALSE,Aviation,None,,None,0,0,0,,,https://data.ntsb.gov/Docket?ProjectID=90532
DCA15RA045,INC,90541,2014-12-17T06:43:00Z,Warsaw,,Poland,,DALED,FALSE,Aviation,None,,None,0,0,0,,,https://data.ntsb.gov/Docket?ProjectID=90541
ENG15RA010,INC,90745,2014-12-16T19:39:00Z,"Belfast, N Ireland",,United Kingdom,,G-FLBC,FALSE,Aviation,None,,None,0,0,0,,,https://data.ntsb.gov/Docket?ProjectID=90745
WPR15FA062,ACC,90503,2014-12-16T17:20:00Z,Ronan,Montana,United States,,N5989Z,FALSE,Aviation,DirectorBrief,2016-06-22T04:00:00Z,Fatal,1,1,0,"The pilot’s failure to maintain clearance from terrain while performing an intentional, abrupt low-level maneuver.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Environmental issues - Physical environment - Terrain - Mountainous/hilly terrain - Contributed to outcome, Personnel issues - Action/decision - Action - Unnecessary action - Pilot",https://data.ntsb.gov/Docket?ProjectID=90503
WPR15CA063,ACC,90504,2014-12-16T10:00:00Z,Bicknell,Utah,United States,,N352SL,FALSE,Aviation,DirectorBrief,2015-06-01T04:00:00Z,None,0,0,0,"The pilot's failure to prevent the helicopter from settling with power while maneuvering at a low altitude, which resulted in a loss of control and subsequent hard landing.",Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot,https://data.ntsb.gov/Docket?ProjectID=90504
DCA15WA041,ACC,90526,2014-12-16T05:00:00Z,Ishikawa,,Japan,,N751AN,FALSE,Aviation,None,,Serious,0,2,10,,,https://data.ntsb.gov/Docket?ProjectID=90526
CEN15WA113,INC,90630,2014-12-15T20:55:00Z,Sumburgh,,United Kingdom,,G-LGNO,FALSE,Aviation,None,,None,0,0,0,,,https://data.ntsb.gov/Docket?ProjectID=90630
CEN15LA078,ACC,90502,2014-12-15T11:30:00Z,Houston,Texas,United States,,N224JJ,FALSE,Aviation,DirectorBrief,2015-06-22T04:00:00Z,None,0,0,0,The nose landing gear collapse as a result of the fracture of the engine mount at the nose gear actuator attachment point in an area that a service bulletin (SB) recommended for inspection. Contributing to the accident was maintenance personnel’s inadequate compliance with the SB.,"Aircraft - Aircraft systems - Landing gear system - Nose/tail gear attach section - Fatigue/wear/corrosion, Aircraft - Aircraft systems - Landing gear system - Nose/tail gear attach section - Inadequate inspection, Aircraft - Aircraft systems - Landing gear system - Nose/tail gear attach section - Failure, Personnel issues - Task performance - Inspection - Scheduled/routine inspection - Maintenance personnel",https://data.ntsb.gov/Docket?ProjectID=90502
CEN15WA108,ACC,90618,2014-12-15T05:00:00Z,Lake Siutghiol,,Romania,,348,FALSE,Aviation,None,,Fatal,4,0,0,,,https://data.ntsb.gov/Docket?ProjectID=90618
ERA15FA076,ACC,90497,2014-12-14T13:43:00Z,Catlett,Virginia,United States,,N50402,FALSE,Aviation,DirectorBrief,2016-09-22T04:00:00Z,Fatal,1,0,0,"The pilot’s failure to maintain airspeed while maneuvering at a low altitude, which resulted in the airplane exceeding its critical angle-of-attack and experiencing an aerodynamic stall.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Angle of attack - Not attained/maintained",https://data.ntsb.gov/Docket?ProjectID=90497
ERA15LA077,ACC,90499,2014-12-13T15:40:00Z,Ellisville,Mississippi,United States,,N783QJ,FALSE,Aviation,DirectorBrief,2015-10-19T04:00:00Z,None,0,0,0,"The failure of the uncertified engine's front connecting rod needle bearing, which resulted in damage to the front piston and a subsequent loss of engine power. Contributing to the accident was the pilot’s decision to operate the airplane with the uncertified engine over a town that had no suitable area to land.","Aircraft - Aircraft power plant - Engine (reciprocating) - Recip eng cyl section - Failure, Environmental issues - Physical environment - Object/animal/substance - Tree(s) - Contributed to outcome, Environmental issues - Physical environment - Terrain - (general) - Contributed to outcome, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot",https://data.ntsb.gov/Docket?ProjectID=90499
ERA15LA075,ACC,90495,2014-12-13T14:40:00Z,Brunswick,Georgia,United States,,N955R,FALSE,Aviation,DirectorBrief,2018-08-15T04:00:00Z,Fatal,1,0,0,"The pilot's decision to fly the airplane with known engine deficiencies and his subsequent exceedance of the airplane's critical angle of attack following a loss of engine power, which resulted in an aerodynamic stall and loss of control after takeoff.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Aircraft - Aircraft power plant - Engine (reciprocating) - (general) - Malfunction, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Angle of attack - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",https://data.ntsb.gov/Docket?ProjectID=90495
DCA15CA037,ACC,90507,2014-12-12T21:30:00Z,Baltimore,Maryland,United States,,N7710A,FALSE,Aviation,DirectorBrief,2015-09-01T04:00:00Z,None,0,0,0,an inadvertent encounter with birds during approach to land that resulted in substantial damage.,Environmental issues - Physical environment - Object/animal/substance - Animal(s)/bird(s) - Contributed to outcome,https://data.ntsb.gov/Docket?ProjectID=90507
CEN15LA077,ACC,90498,2014-12-12T18:29:00Z,Springfield,Missouri,United States,,N3127R,FALSE,Aviation,DirectorBrief,2017-06-20T04:00:00Z,Serious,0,2,2,"The pilot’s decision to descend below the recommended altitude during approach for landing in night visual meteorological conditions, and his failure to see and avoid a lighted tower, which resulted in collision with the tower and a subsequent total loss of engine power.","Personnel issues - Action/decision - Action - Incorrect action sequence - Pilot, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Aircraft - Aircraft propeller/rotor - Propeller system - Propeller blade section - Damaged/degraded, Environmental issues - Conditions/weather/phenomena - Light condition - Dark - Effect on operation",https://data.ntsb.gov/Docket?ProjectID=90498
CEN15IA079,INC,90506,2014-12-12T14:00:00Z,Cahokia,Illinois,United States,,N93CL,FALSE,Aviation,DirectorBrief,2015-03-17T04:00:00Z,None,0,0,0,"The mechanic’s improper installation of the elevator trim actuator, which resulted in reversed elevator trim control, and his subsequent failure to detect the misrigging of the elevator cables during the postmaintenance inspection.","Aircraft - Aircraft systems - Flight control system - Elevator tab control system - Incorrect service/maintenance, Personnel issues - Action/decision - Action - Incorrect action performance - Maintenance personnel, Personnel issues - Task performance - Inspection - Post maintenance inspection - Maintenance personnel, Aircraft - Aircraft handling/service - Maintenance/inspections - (general) - Inadequate inspection",https://data.ntsb.gov/Docket?ProjectID=90506
CEN15IA085,INC,90522,2014-12-11T22:00:00Z,Shreveport,Louisiana,United States,,N827AA,FALSE,Aviation,DirectorBrief,2015-06-09T04:00:00Z,None,0,0,0,"A short in the trim system’s wires and connector, which resulted in the elevator trim being in a full nose-down position.",Aircraft - Aircraft systems - Flight control system - Elevator control system - Malfunction,https://data.ntsb.gov/Docket?ProjectID=90522
WPR15CA059,ACC,90494,2014-12-11T21:30:00Z,Wendover,Utah,United States,,N961GW,FALSE,Aviation,DirectorBrief,2015-04-07T04:00:00Z,Serious,0,2,0,The pilot's failure to maintain situational awareness during a turn which resulted in a loss of airplane control.,"Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Personnel issues - Psychological - Perception/orientation/illusion - Situational awareness - Pilot",https://data.ntsb.gov/Docket?ProjectID=90494
DCA15CA050,ACC,90607,2014-12-11T09:30:00Z,San Jose,California,United States,,N481WN,FALSE,Aviation,DirectorBrief,2015-11-19T05:00:00Z,Serious,0,1,0,an inadvertent encounter with convective turbulence during descent.,Environmental issues - Conditions/weather/phenomena - Turbulence - Convective turbulence - Effect on personnel,https://data.ntsb.gov/Docket?ProjectID=90607
CEN15IA076,INC,90485,2014-12-10T15:40:00Z,Springfield,Illinois,United States,,N661SP,FALSE,Aviation,DirectorBrief,2015-07-07T04:00:00Z,None,0,0,0,"The improper installation of a doubler patch, which prevented the right flap from actuating and moving properly and led to the subsequent interference with the aileron.","Aircraft - Aircraft structures - Wing structure - Trailing edge flaps - Failure, Aircraft - Aircraft structures - Wing structure - Plates/skins (on wing) - Incorrect service/maintenance",https://data.ntsb.gov/Docket?ProjectID=90485
WPR15LA058,ACC,90486,2014-12-10T14:13:00Z,Sheridan,Wyoming,United States,,N16XP,FALSE,Aviation,DirectorBrief,2015-12-14T05:00:00Z,None,0,0,0,A loss of engine power while maneuvering at low altitude for reasons that could not be determined during postaccident examination.,"Not determined - Not determined - (general) - (general) - Unknown/Not determined, Environmental issues - Physical environment - Object/animal/substance - (general) - Contributed to outcome",https://data.ntsb.gov/Docket?ProjectID=90486
WPR15CA057,ACC,90482,2014-12-09T10:00:00Z,Jeffrey,Wyoming,United States,,N4881K,FALSE,Aviation,DirectorBrief,2015-03-10T04:00:00Z,Minor,0,0,2,"The pilot's inadequate approach and excessive airspeed, which resulted in a long landing, the subsequent runway overrun, and impact with terrain. Contributing to the accident was the pilot's delay in aborting the landing.","Personnel issues - Action/decision - Info processing/decision - Identification/recognition - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained, Personnel issues - Action/decision - Action - Delayed action - Pilot, Environmental issues - Physical environment - Terrain - Rough terrain - Not specified",https://data.ntsb.gov/Docket?ProjectID=90482
CEN15CA095,ACC,90568,2014-12-08T17:40:00Z,Mount Pleasant,Texas,United States,,N787PB,FALSE,Aviation,DirectorBrief,2015-01-22T05:00:00Z,None,0,0,0,The pilot's decision to maneuver the airplane at low altitude resulting in the airplane impacting power lines.,"Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Environmental issues - Conditions/weather/phenomena - Light condition - Bright light - Effect on personnel, Environmental issues - Physical environment - Object/animal/substance - Wire - Awareness of condition, Environmental issues - Physical environment - Object/animal/substance - Wire - Effect on equipment",https://data.ntsb.gov/Docket?ProjectID=90568
CEN15LA084,ACC,90521,2014-12-08T12:15:00Z,Fort Lupton,Colorado,United States,,N409LH,FALSE,Aviation,DirectorBrief,2016-02-03T05:00:00Z,Minor,0,0,1,The loss of engine power during cruise flight for reasons that could not be determined based on the available information.,Not determined - Not determined - (general) - (general) - Unknown/Not determined,https://data.ntsb.gov/Docket?ProjectID=90521
DCA15MA029,ACC,90473,2014-12-08T11:41:00Z,Gaithersburg,Maryland,United States,AAR1601,N100EQ,TRUE,Aviation,Report,2016-06-21T04:00:00Z,Fatal,6,0,0,"the pilot's conduct of an approach in structural icing conditions without turning on the airplane's wing and horizontal stabilizer deice system, leading to ice accumulation on those surfaces, and without using the appropriate landing performance speeds for the weather conditions and airplane weight, as indicated in the airplane's standard operating procedures, which together resulted in an aerodynamic stall at an altitude at which a recovery was not possible.","Personnel issues - Action/decision - Action - Lack of action - Pilot, Personnel issues - Task performance - Planning/preparation - (general) - Pilot, Aircraft - Aircraft handling/service - Loading - (general) - Related operating info, Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - (general) - Effect on equipment, Aircraft - Aircraft systems - Ice/rain protection system - Airfoil anti-ice, deice - Not used/operated, Aircraft - Aircraft systems - Indicating/recording systems - (general) - Not installed/available",https://data.ntsb.gov/Docket?ProjectID=90473
