NtsbNo,EventType,Mkey,EventDate,City,State,Country,ReportNo,N#,HasSafetyRec,Mode,ReportType,OriginalPublishedDate,HighestInjuryLevel,FatalInjuryCount,SeriousInjuryCount,MinorInjuryCount,ProbableCause,Findings,DocketUrl
ERA21LA093,ACC,102476,2020-12-29T12:50:00Z,Westfield,Massachusetts,United States,,N916MT,FALSE,Aviation,DirectorBrief,2021-07-16T04:00:00Z,None,0,0,0,The pilot’s failure to maintain control of the airplane during the landing and his failure to confirm that the landing gear was extended before landing.,"Aircraft - Aircraft systems - Landing gear system - Gear extension and retract sys - Not used/operated, Personnel issues - Action/decision - Action - Forgotten action/omission - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Lateral/bank control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",https://data.ntsb.gov/Docket?ProjectID=102476
GAA21WA006,ACC,102499,2020-12-29T12:30:00Z,"Rancador, PR",,Brazil,,PT-KCK,FALSE,Aviation,None,,Fatal,4,0,0,,,https://data.ntsb.gov/Docket?ProjectID=102499
ERA21LA094,ACC,102477,2020-12-29T12:30:00Z,Stowe,Pennsylvania,United States,,N6327F,FALSE,Aviation,DirectorBrief,2021-08-20T04:00:00Z,None,0,0,0,"The pilot's loss of directional control while landing in a gusty crosswind, which resulted in a runway excursion and subsequent impact with terrain.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Environmental issues - Conditions/weather/phenomena - Wind - Gusts - Effect on operation, Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Effect on operation, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",https://data.ntsb.gov/Docket?ProjectID=102477
CEN21LA102,ACC,102472,2020-12-29T09:35:00Z,Tuckers Crossing,Mississippi,United States,,N103SU,FALSE,Aviation,DirectorBrief,,Fatal,1,0,0,,,https://data.ntsb.gov/Docket?ProjectID=102472
GAA21WA135,ACC,103231,2020-12-28T22:03:00Z,Mérida,,Mexico,,N24YP,FALSE,Aviation,None,,None,0,0,0,,,https://data.ntsb.gov/Docket?ProjectID=103231
CEN21LA103,ACC,102474,2020-12-28T21:00:00Z,Cypress,Texas,United States,,N3702R,FALSE,Aviation,DirectorBrief,,None,0,0,0,,,https://data.ntsb.gov/Docket?ProjectID=102474
CEN21LA101,ACC,102465,2020-12-28T20:45:00Z,Alexandria,Minnesota,United States,,N134BA,FALSE,Aviation,DirectorBrief,,None,0,0,0,,,https://data.ntsb.gov/Docket?ProjectID=102465
CEN21LA105,ACC,102481,2020-12-28T17:00:00Z,Navasota,Texas,United States,,N1236,FALSE,Aviation,DirectorBrief,2021-08-20T04:00:00Z,None,0,0,0,The pilot’s failure to extend the landing gear before landing.,"Aircraft - Aircraft systems - Landing gear system - (general) - Not used/operated, Personnel issues - Task performance - Use of equip/info - (general) - Pilot, Personnel issues - Task performance - Use of equip/info - Use of checklist - Pilot",https://data.ntsb.gov/Docket?ProjectID=102481
ENG21WA010,INC,102475,2020-12-28T05:15:00Z,Keflavik,,Iceland,,N810NW,FALSE,Aviation,None,,,,,,,,https://data.ntsb.gov/Docket?ProjectID=102475
WPR21LA075,ACC,102464,2020-12-27T19:12:00Z,Santa Ynez,California,United States,,N5474D,FALSE,Aviation,DirectorBrief,,Minor,0,0,3,,,https://data.ntsb.gov/Docket?ProjectID=102464
ERA21LA091,ACC,102466,2020-12-27T16:00:00Z,Pleasant Valley,New York,United States,,N8311X,FALSE,Aviation,DirectorBrief,,None,0,0,0,,,https://data.ntsb.gov/Docket?ProjectID=102466
ERA21LA089,ACC,102459,2020-12-27T14:36:00Z,Bunn,North Carolina,United States,,N205HL,FALSE,Aviation,DirectorBrief,2021-07-16T04:00:00Z,Serious,0,1,0,The pilot's failure to maintain adequate clearance from trees during an off-airport landing.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Environmental issues - Physical environment - Object/animal/substance - Tree(s) - Awareness of condition",https://data.ntsb.gov/Docket?ProjectID=102459
ERA21LA088,ACC,102458,2020-12-27T14:00:00Z,Cleveland,Georgia,United States,,N5939D,FALSE,Aviation,DirectorBrief,,Minor,0,0,2,,,https://data.ntsb.gov/Docket?ProjectID=102458
ERA21LA090,ACC,102463,2020-12-26T18:39:00Z,Locust Grove,Georgia,United States,,N75825,FALSE,Aviation,DirectorBrief,2021-09-20T04:00:00Z,None,0,0,0,"The pilot’s improper recovery from a bounced landing, which resulted in a loss of directional control and subsequent runway excursion.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained",https://data.ntsb.gov/Docket?ProjectID=102463
CEN21LA098,ACC,102457,2020-12-26T12:30:00Z,Waldron,Missouri,United States,,N895BT,FALSE,Aviation,DirectorBrief,2021-07-16T04:00:00Z,Serious,0,1,0,The pilot’s improper landing flare during the rejected takeoff that resulted in a hard landing and nose landing gear collapse.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Not attained/maintained, Personnel issues - Action/decision - Action - Incorrect action performance - Pilot",https://data.ntsb.gov/Docket?ProjectID=102457
GAA21WA031,ACC,102673,2020-12-26T04:47:00Z,Sela,Other Foreign,Indonesia,,PK-SNR,FALSE,Aviation,None,,None,0,0,0,,,https://data.ntsb.gov/Docket?ProjectID=102673
WPR21LA074,ACC,102455,2020-12-25T18:19:00Z,Peoria,Arizona,United States,,N6534A,FALSE,Aviation,DirectorBrief,2021-09-20T04:00:00Z,Minor,0,0,1,The pilot’s encounter with an updraft which resulted in a loss of aircraft control and subsequent collision with powerlines.,"Environmental issues - Conditions/weather/phenomena - Wind - Updraft - Effect on operation, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Physical environment - Object/animal/substance - Wire - Effect on equipment",https://data.ntsb.gov/Docket?ProjectID=102455
ENG21WA009,INC,102462,2020-12-25T13:37:00Z,Johannesburg,,South Africa,,ZS-SJR,FALSE,Aviation,None,,,,,,,,https://data.ntsb.gov/Docket?ProjectID=102462
CEN21LA100,ACC,102461,2020-12-24T15:40:00Z,Pecatonica,Illinois,United States,,N610DJ,FALSE,Aviation,DirectorBrief,,Serious,0,1,0,,,https://data.ntsb.gov/Docket?ProjectID=102461
DCA21LA058,ACC,102469,2020-12-23T19:30:00Z,Houston,Texas,United States,,N463UA,FALSE,Aviation,DirectorBrief,,Serious,0,1,0,,,https://data.ntsb.gov/Docket?ProjectID=102469
GAA21WA013,ACC,102602,2020-12-22T22:21:00Z,"Uberlandia, MG",Other Foreign,United States,,PR-HFT,FALSE,Aviation,None,,None,0,0,0,,,https://data.ntsb.gov/Docket?ProjectID=102602
ERA21LA095,ACC,102478,2020-12-22T16:30:00Z,Madisonville,Tennessee,United States,,N4580C,FALSE,Aviation,DirectorBrief,2021-07-16T04:00:00Z,None,0,0,0,"The pilot's failure to maintain directional control during the landing rollout, which resulted in a ground loop.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained",https://data.ntsb.gov/Docket?ProjectID=102478
ERA21LA092,ACC,102473,2020-12-22T13:00:00Z,Culpeper,Virginia,United States,,N505LP,FALSE,Aviation,DirectorBrief,2021-07-16T04:00:00Z,None,0,0,0,The pilot’s decision to land the airplane in crosswind conditions that exceeded the airplane’s maximum demonstrated crosswind velocity.,"Aircraft - Aircraft oper/perf/capability - Aircraft capability - Maximum crosswind component - Capability exceeded, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Effect on operation",https://data.ntsb.gov/Docket?ProjectID=102473
WPR21WA073,ACC,102454,2020-12-22T11:00:00Z,Clare,,Australia,,VH-HOB,FALSE,Aviation,None,,None,0,0,0,,,https://data.ntsb.gov/Docket?ProjectID=102454
CEN21LA099,ACC,102460,2020-12-21T17:25:00Z,Peyton,Colorado,United States,,N5937G,FALSE,Aviation,DirectorBrief,2021-08-20T04:00:00Z,None,0,0,0,The student pilot did not maintain directional control of the airplane while landing. Contributing to the accident was the pilot’s diverted attention to the incorrect flap setting.,"Personnel issues - Psychological - Attention/monitoring - Task monitoring/vigilance - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",https://data.ntsb.gov/Docket?ProjectID=102460
WPR21LA072,ACC,102448,2020-12-21T16:25:00Z,Livermore,California,United States,,N4106K,FALSE,Aviation,DirectorBrief,,None,0,0,0,,,https://data.ntsb.gov/Docket?ProjectID=102448
CEN21LA096,ACC,102446,2020-12-21T15:52:00Z,Grand Prairie,Texas,United States,,N772BM,FALSE,Aviation,DirectorBrief,,Fatal,2,0,0,,,https://data.ntsb.gov/Docket?ProjectID=102446
ERA21LA083,ACC,102437,2020-12-20T21:35:00Z,Farmingdale,New York,United States,,N412JA,FALSE,Aviation,DirectorBrief,,Serious,0,1,1,,,https://data.ntsb.gov/Docket?ProjectID=102437
ERA21LA085,ACC,102445,2020-12-20T21:11:00Z,Midway,Georgia,United States,,N2246S,FALSE,Aviation,DirectorBrief,,Fatal,1,0,0,,,https://data.ntsb.gov/Docket?ProjectID=102445
CEN21LA095,ACC,102442,2020-12-20T17:45:00Z,Morris,Illinois,United States,,N3264U,FALSE,Aviation,DirectorBrief,2021-08-20T04:00:00Z,Minor,0,0,1,"The pilot's inadequate pedal application during liftoff with a tailwind, which resulted in a loss of yaw control and a subsequent impact with terrain.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Yaw control - Not attained/maintained, Environmental issues - Conditions/weather/phenomena - Wind - Tailwind - Decision related to condition",https://data.ntsb.gov/Docket?ProjectID=102442
CEN21LA092,ACC,102435,2020-12-19T15:30:00Z,Burleson,Texas,United States,,N935EK,FALSE,Aviation,DirectorBrief,,Fatal,1,0,0,,,https://data.ntsb.gov/Docket?ProjectID=102435
ERA21LA087,ACC,102451,2020-12-19T13:16:00Z,Naples,Florida,United States,,N662TC,FALSE,Aviation,DirectorBrief,,Minor,0,0,2,,,https://data.ntsb.gov/Docket?ProjectID=102451
ERA21LA081,ACC,102432,2020-12-18T14:22:00Z,Tampa,Florida,United States,,N6978W,FALSE,Aviation,DirectorBrief,,Serious,0,3,0,,,https://data.ntsb.gov/Docket?ProjectID=102432
CEN21LA097,ACC,102449,2020-12-18T12:51:00Z,Albion,Nebraska,United States,,N9590A,FALSE,Aviation,DirectorBrief,2021-07-16T04:00:00Z,None,0,0,0,The pilot’s failure to maintain directional control during the landing with a tailwind.,"Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Environmental issues - Conditions/weather/phenomena - Wind - Tailwind - Effect on operation, Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Pilot",https://data.ntsb.gov/Docket?ProjectID=102449
ERA21LA080,ACC,102429,2020-12-17T17:37:00Z,Pembroke Pines,Florida,United States,,N5547Y,FALSE,Aviation,DirectorBrief,,Serious,0,4,0,,,https://data.ntsb.gov/Docket?ProjectID=102429
CEN21LA091,ACC,102430,2020-12-17T17:29:00Z,Aledo,Texas,United States,,N102JK,FALSE,Aviation,DirectorBrief,,Fatal,1,0,0,,,https://data.ntsb.gov/Docket?ProjectID=102430
ERA21LA077,ACC,102425,2020-12-16T15:19:00Z,Jacksonville,Florida,United States,,N661EP,FALSE,Aviation,DirectorBrief,,None,0,0,0,,,https://data.ntsb.gov/Docket?ProjectID=102425
WPR21LA070,ACC,102424,2020-12-16T15:17:00Z,Heber City,Utah,United States,,N261MD,FALSE,Aviation,DirectorBrief,,Fatal,1,0,0,,,https://data.ntsb.gov/Docket?ProjectID=102424
CEN21LA089,ACC,102421,2020-12-16T05:39:00Z,Bossier City,Louisiana,United States,,N55168,FALSE,Aviation,DirectorBrief,,Fatal,2,0,0,,,https://data.ntsb.gov/Docket?ProjectID=102421
CEN21LA088,ACC,102420,2020-12-16T00:00:00Z,Port Isabel,Texas,United States,,N449JP,FALSE,Aviation,DirectorBrief,,Fatal,2,0,0,,,https://data.ntsb.gov/Docket?ProjectID=102420
ERA21LA078,ACC,102426,2020-12-15T17:15:00Z,Orlando,Florida,United States,,N5023L,FALSE,Aviation,DirectorBrief,2021-08-20T04:00:00Z,Minor,0,0,1,The pilot’s improper recovery from a bounced landing.,"Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Not attained/maintained",https://data.ntsb.gov/Docket?ProjectID=102426
CEN21LA086,ACC,102415,2020-12-13T21:00:00Z,Leadville,Colorado,United States,,N686TM,FALSE,Aviation,DirectorBrief,2021-09-22T04:00:00Z,None,0,0,0,"The pilot’s failure to maintain proper control of the airplane, which led to an unstabilized approach and a long landing on a runway contaminated with ice and patchy packed snow resulting in a runway excursion.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Snow/slush/ice covered surface - Effect on operation, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Surface speed/braking - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained",https://data.ntsb.gov/Docket?ProjectID=102415
CEN21WA094,ACC,102440,2020-12-13T13:52:00Z,Urbanización Bassetes,Other Foreign,Spain,,EC-ZQJ,FALSE,Aviation,None,,,,,,,,https://data.ntsb.gov/Docket?ProjectID=102440
WPR21LA069,ACC,102410,2020-12-13T13:50:00Z,San Diego,California,United States,,N5098E,FALSE,Aviation,DirectorBrief,,None,0,0,0,,,https://data.ntsb.gov/Docket?ProjectID=102410
ERA21LA073,ACC,102411,2020-12-13T11:45:00Z,Marion,North Carolina,United States,,N138CT,FALSE,Aviation,DirectorBrief,,Minor,0,0,2,,,https://data.ntsb.gov/Docket?ProjectID=102411
DCA21WA055,OCC,102443,2020-12-13T05:00:00Z,Lima,,Peru,,"F-GZNN, N-926NN",FALSE,Aviation,None,,,,,,,,https://data.ntsb.gov/Docket?ProjectID=102443
ERA21LA071,ACC,102408,2020-12-12T16:25:00Z,San Mateo,Florida,United States,,N11TG,FALSE,Aviation,DirectorBrief,,Fatal,1,0,0,,,https://data.ntsb.gov/Docket?ProjectID=102408
ERA21LA070,ACC,102407,2020-12-12T13:50:00Z,Nashville,Tennessee,United States,,N7639P,FALSE,Aviation,DirectorBrief,,Minor,0,0,1,,,https://data.ntsb.gov/Docket?ProjectID=102407
ERA21LA068,ACC,102405,2020-12-12T13:49:00Z,Attalla,Alabama,United States,,N5470U,FALSE,Aviation,DirectorBrief,,Fatal,1,0,0,,,https://data.ntsb.gov/Docket?ProjectID=102405
ERA21WA086,ACC,102447,2020-12-11T19:15:00Z,Mambucaba,,Brazil,,PP-MSA,FALSE,Aviation,None,,Fatal,1,0,0,,,https://data.ntsb.gov/Docket?ProjectID=102447
ERA21LA079,ACC,102427,2020-12-11T15:30:00Z,Nantucket,Massachusetts,United States,,N8436T,FALSE,Aviation,DirectorBrief,2021-08-20T04:00:00Z,None,0,0,0,The pilot's failure to maintain adequate clearance from obstacles during the attempted go around following an approach to landing in sun glare.,"Environmental issues - Conditions/weather/phenomena - Light condition - Glare - Effect on personnel, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Personnel issues - Action/decision - Info processing/decision - Identification/recognition - Pilot",https://data.ntsb.gov/Docket?ProjectID=102427
ERA21LA075,ACC,102419,2020-12-11T14:00:00Z,Durham,North Carolina,United States,,N7094T,FALSE,Aviation,DirectorBrief,,None,0,0,0,,,https://data.ntsb.gov/Docket?ProjectID=102419
ERA21LA074,ACC,102412,2020-12-11T13:27:00Z,Dexter,Maine,United States,,N19801,FALSE,Aviation,DirectorBrief,2021-08-20T04:00:00Z,None,0,0,0,"The pilot’s loss of directional control while landing, which resulted in an encounter with snow and subsequent nose over.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Physical environment - Object/animal/substance - Snow/ice - Effect on operation, Environmental issues - Conditions/weather/phenomena - Wind - Gusts - Effect on operation",https://data.ntsb.gov/Docket?ProjectID=102412
WPR21LA068,ACC,102400,2020-12-10T16:00:00Z,Ogden,Utah,United States,,N577CP,FALSE,Aviation,DirectorBrief,,Serious,0,1,0,,,https://data.ntsb.gov/Docket?ProjectID=102400
CEN21LA085,ACC,102403,2020-12-10T13:30:00Z,Manvel,Texas,United States,,N2238K,FALSE,Aviation,DirectorBrief,2021-09-22T04:00:00Z,Serious,0,1,0,The pilot’s failure to maintain clearance from power lines during his attempted landing and his loss of situational awareness that led to him to misidentify a pipeline field for the landing airpark.,"Personnel issues - Action/decision - Info processing/decision - Identification/recognition - Pilot, Environmental issues - Physical environment - Object/animal/substance - Wire - Contributed to outcome, Personnel issues - Psychological - Perception/orientation/illusion - Situational awareness - Pilot",https://data.ntsb.gov/Docket?ProjectID=102403
CEN21LA084,ACC,102399,2020-12-10T10:30:00Z,Colorado City,Texas,United States,,N7085Z,FALSE,Aviation,DirectorBrief,,Fatal,2,0,0,,,https://data.ntsb.gov/Docket?ProjectID=102399
CEN21LA083,ACC,102398,2020-12-09T19:30:00Z,Glencoe,Minnesota,United States,,N1956V,FALSE,Aviation,DirectorBrief,2021-08-24T04:00:00Z,Serious,0,1,0,A bystander’s inadvertent contact with the propeller while the engine was running.,Personnel issues - Action/decision - Info processing/decision - Identification/recognition - Other,https://data.ntsb.gov/Docket?ProjectID=102398
ERA21LA084,ACC,102444,2020-12-09T12:00:00Z,Blountstown,Florida,United States,,N706SF,FALSE,Aviation,DirectorBrief,2021-07-16T04:00:00Z,None,0,0,0,The pilot's failure to maintain directional control of the airplane during the landing.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",https://data.ntsb.gov/Docket?ProjectID=102444
CEN21LA080,ACC,102390,2020-12-08T16:40:00Z,Hitchcock,Texas,United States,,N69HF,FALSE,Aviation,DirectorBrief,,Fatal,1,0,0,,,https://data.ntsb.gov/Docket?ProjectID=102390
CEN21LA082,ACC,102397,2020-12-08T11:30:00Z,Spearfish,South Dakota,United States,,N2554M,FALSE,Aviation,DirectorBrief,,None,0,0,0,,,https://data.ntsb.gov/Docket?ProjectID=102397
WPR21LA067,ACC,102387,2020-12-08T09:50:00Z,Dillon,Montana,United States,,N46017,FALSE,Aviation,DirectorBrief,2021-08-20T04:00:00Z,Serious,0,1,0,"The student pilot’s exceedance of the airplane’s critical angle attack during an attempted go-around, which resulted in an aerodynamic stall.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Angle of attack - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Use of equip/system - Student/instructed pilot, Environmental issues - Physical environment - Terrain - Sloped/uneven terrain - Contributed to outcome",https://data.ntsb.gov/Docket?ProjectID=102387
CEN21LA078,ACC,102386,2020-12-07T16:28:00Z,Sadler,Texas,United States,,N423WH,FALSE,Aviation,DirectorBrief,,Serious,0,1,0,,,https://data.ntsb.gov/Docket?ProjectID=102386
ERA21LA065,INC,102391,2020-12-06T20:10:00Z,Leesburg,Virginia,United States,,N282ST,FALSE,Aviation,DirectorBrief,,None,0,0,0,,,https://data.ntsb.gov/Docket?ProjectID=102391
ERA21LA062,ACC,102381,2020-12-06T17:18:00Z,South Boston,Virginia,United States,,N2674H,FALSE,Aviation,DirectorBrief,,None,0,0,0,,,https://data.ntsb.gov/Docket?ProjectID=102381
ERA21LA067,ACC,102401,2020-12-06T14:45:00Z,Milton,Florida,United States,,N78329,FALSE,Aviation,DirectorBrief,2021-08-20T04:00:00Z,None,0,0,0,"The pilot’s failure to attain a proper touchdown point and his landing with a high approach speed, which resulted in a runway overrun.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained",https://data.ntsb.gov/Docket?ProjectID=102401
CEN21LA075,ACC,102378,2020-12-06T07:25:00Z,Windom,Minnesota,United States,,N8178Y,FALSE,Aviation,DirectorBrief,,Fatal,1,0,0,,,https://data.ntsb.gov/Docket?ProjectID=102378
CEN21LA077,ACC,102385,2020-12-05T14:30:00Z,Marietta,Texas,United States,,N371MP,FALSE,Aviation,DirectorBrief,2021-08-20T04:00:00Z,None,0,0,0,The pilot’s failure to see and avoid a transmission wire during takeoff.,"Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Pilot, Environmental issues - Physical environment - Object/animal/substance - (general) - Contributed to outcome, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained",https://data.ntsb.gov/Docket?ProjectID=102385
ENG21WA008,INC,102417,2020-12-05T05:00:00Z,Katowice,,Poland,,LZ-CGU,FALSE,Aviation,None,,None,0,0,0,,,https://data.ntsb.gov/Docket?ProjectID=102417
ENG21WA007,INC,102377,2020-12-04T05:00:00Z,Naha,,Japan,,JA8978,FALSE,Aviation,None,,,0,0,0,,,https://data.ntsb.gov/Docket?ProjectID=102377
DCA21WA057,INC,102468,2020-12-03T05:00:00Z,Sao Paulo,,Brazil,,PR-GUD,FALSE,Aviation,None,,,,,,,,https://data.ntsb.gov/Docket?ProjectID=102468
CEN21LA073,ACC,102368,2020-12-02T22:15:00Z,Arden Hills,Minnesota,United States,,N28067,FALSE,Aviation,DirectorBrief,,None,0,0,0,,,https://data.ntsb.gov/Docket?ProjectID=102368
WPR21WA065,ACC,102369,2020-12-02T17:30:00Z,Tallong,Other Foreign,Australia,,VH-HGU,FALSE,Aviation,None,,Fatal,2,0,0,,,https://data.ntsb.gov/Docket?ProjectID=102369
ANC21LA008,ACC,102370,2020-12-02T17:00:00Z,Juneau,Alaska,United States,,N4900C,FALSE,Aviation,DirectorBrief,2021-10-19T04:00:00Z,None,0,0,0,"The solo student pilot’s failure to maintain directional control during taxi in strong crosswind conditions, which resulted in a loss of control and subsequent impact with a ditch.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Effect on equipment, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained",https://data.ntsb.gov/Docket?ProjectID=102370
CEN21LA071,ACC,102361,2020-12-02T09:43:00Z,Lufkin,Texas,United States,,N48DK,FALSE,Aviation,DirectorBrief,,Minor,0,0,1,,,https://data.ntsb.gov/Docket?ProjectID=102361
ERA21LA059,ACC,102359,2020-12-02T08:51:00Z,Pembroke Pines,Florida,United States,,N2420F,FALSE,Aviation,DirectorBrief,,None,0,0,0,,,https://data.ntsb.gov/Docket?ProjectID=102359
DCA21WA049,INC,102413,2020-12-02T07:52:00Z,Garowe,,Somalia,,EY-560,FALSE,Aviation,None,,None,0,0,0,,,https://data.ntsb.gov/Docket?ProjectID=102413
CEN21LA072,ACC,102362,2020-12-01T15:30:00Z,Elton,Louisiana,United States,,N48594,FALSE,Aviation,DirectorBrief,,None,0,0,0,,,https://data.ntsb.gov/Docket?ProjectID=102362
CEN21LA079,ACC,102388,2020-12-01T13:50:00Z,San Antonio,Texas,United States,,N322SL,FALSE,Aviation,DirectorBrief,2021-08-20T04:00:00Z,None,0,0,0,The pilot’s decision to land on a soft terrain which resulted in the failure of the nose landing gear.,"Environmental issues - Physical environment - Terrain - Wet/muddy terrain - Contributed to outcome, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot",https://data.ntsb.gov/Docket?ProjectID=102388
DCA21WA041,INC,102375,2020-12-01T11:40:00Z,Silao,,Mexico,,N6706Q,FALSE,Aviation,None,,,,,,,,https://data.ntsb.gov/Docket?ProjectID=102375
