NtsbNo,EventType,Mkey,EventDate,City,State,Country,ReportNo,N#,HasSafetyRec,Mode,ReportType,OriginalPublishedDate,HighestInjuryLevel,FatalInjuryCount,SeriousInjuryCount,MinorInjuryCount,ProbableCause,Findings,DocketUrl
ERA12FA127,ACC,82588,2011-12-28T10:51:00Z,Ft. Lauderdale,Florida,United States,,N877G,FALSE,Aviation,DirectorBrief,2014-02-13T05:00:00Z,None,0,0,0,"The crew's failure to use proper emergency procedures during an uncommanded right roll after takeoff, which led to a forced landing with a quartering tailwind. Contributing to the accident was a faulty right roll spoiler actuator, which allowed the right roll spoiler to deploy but not close completely.","Personnel issues - Task performance - Use of equip/info - Use of checklist - Flight crew, Environmental issues - Conditions/weather/phenomena - Wind - Tailwind - Effect on operation, Aircraft - Aircraft systems - Flight control system - Drag control actuator - Malfunction",https://data.ntsb.gov/Docket?ProjectID=82588
WPR12LA070,ACC,82575,2011-12-27T16:30:00Z,Concord,California,United States,,N4398K,FALSE,Aviation,DirectorBrief,2013-03-13T04:00:00Z,Serious,0,2,0,The pilot's inadequate preflight inspection of the airplane and the subsequent total loss of engine power as a result of debris and water contamination in the fuel system.,"Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid condition, Personnel issues - Task performance - Inspection - Preflight inspection - Pilot, Aircraft - Aircraft systems - Fuel system - (general) - Not serviced/maintained",https://data.ntsb.gov/Docket?ProjectID=82575
ERA12LA126,ACC,82585,2011-12-26T15:15:00Z,Marathon,Florida,United States,,N64JE,FALSE,Aviation,DirectorBrief,2012-05-21T04:00:00Z,None,0,0,0,"The pilot did not ensure that there was sufficient fuel aboard the airplane before initiating the flight, which resulted in temporary fuel starvation and an interruption in engine power during maneuvering.  Contributing to the accident was the pilot’s decision to continue with the ditching after engine power was restored.","Personnel issues - Task performance - Planning/preparation - Fuel planning - Pilot, Personnel issues - Task performance - Inspection - Preflight inspection - Pilot, Aircraft - Aircraft systems - Fuel system - Fuel quantity indicator - Inadequate inspection, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot",https://data.ntsb.gov/Docket?ProjectID=82585
ERA12FA123,ACC,82565,2011-12-26T15:06:00Z,Venice,Florida,United States,,N560WM,FALSE,Aviation,DirectorBrief,2013-07-23T04:00:00Z,Fatal,1,0,0,"The pilot’s failure to maintain adequate airspeed during a single-engine approach, which resulted in an aerodynamic stall. Contributing to the accident was the total loss of power in the left engine due to a failed No. 2 connecting rod bearing.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft power plant - Engine (reciprocating) - Recip engine power section - Failure",https://data.ntsb.gov/Docket?ProjectID=82565
CEN12LA113,ACC,82572,2011-12-26T15:00:00Z,St. Paul,Minnesota,United States,,N2618F,FALSE,Aviation,DirectorBrief,2012-05-21T04:00:00Z,None,0,0,0,"The pilot's decision to land on a runway with a gusting, quartering tailwind and his inadequate compensation for the wind, which resulted in a hard landing.","Personnel issues - Action/decision - Action - Incorrect action selection - Pilot, Environmental issues - Conditions/weather/phenomena - Wind - Tailwind - Contributed to outcome, Environmental issues - Conditions/weather/phenomena - Wind - Gusts - Contributed to outcome",https://data.ntsb.gov/Docket?ProjectID=82572
ERA12CA124,ACC,82566,2011-12-26T14:05:00Z,Simsbury,Connecticut,United States,,N435AB,FALSE,Aviation,DirectorBrief,2012-03-27T04:00:00Z,None,0,0,0,"The pilot's decision to operate the gyroplane outside his endorsement limitations and to depart with a tailwind, which resulted in a forced landing to unsuitable terrain.","Personnel issues - Action/decision - Action - Incorrect action selection - Pilot, Environmental issues - Conditions/weather/phenomena - Wind - Tailwind - Effect on operation, Aircraft - Aircraft propeller/rotor - Main rotor system - Main rotor blade system - Capability exceeded",https://data.ntsb.gov/Docket?ProjectID=82566
ERA12CA125,ACC,82567,2011-12-26T11:21:00Z,Knoxville,Tennessee,United States,,N22565,FALSE,Aviation,DirectorBrief,2012-03-27T04:00:00Z,Serious,0,1,0,"The pilot's inadequate fuel planning, which resulted in a total loss of engine power due to fuel exhaustion.","Personnel issues - Task performance - Planning/preparation - Fuel planning - Pilot, Aircraft - Fluids/misc hardware - Fluids - Fuel - Not serviced/maintained",https://data.ntsb.gov/Docket?ProjectID=82567
ERA12MA122,ACC,82564,2011-12-26T06:54:00Z,Green Cove Springs,Florida,United States,,N5016M,FALSE,Aviation,DirectorBrief,2013-06-17T04:00:00Z,Fatal,3,0,0,"The pilot’s improper decision to continue visual flight into night instrument meteorological conditions, which resulted in controlled flight into terrain. Contributing to the pilot’s improper decision was his self-induced pressure to complete the trip.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Environmental issues - Task environment - Pressures/demands - Personal pressure - Not specified",https://data.ntsb.gov/Docket?ProjectID=82564
CEN12LA114,ACC,82573,2011-12-25T16:00:00Z,Rogersville,Missouri,United States,,UNREG,FALSE,Aviation,DirectorBrief,2012-05-21T04:00:00Z,Serious,0,1,1,"The pilot's inadequate preflight inspection of the takeoff area, which resulted in a loss of control due to the binding of the parachute's lines.","Personnel issues - Task performance - Planning/preparation - (general) - Pilot, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - (general) - Effect on equipment, Environmental issues - Physical environment - Object/animal/substance - Debris/dirt/foreign object - Effect on equipment, Environmental issues - Physical environment - Object/animal/substance - Tree(s) - Contributed to outcome, Aircraft - Aircraft structures - Wing structure - Flight surfaces (wing) - Malfunction, Personnel issues - Experience/knowledge - Experience/qualifications - Qualification/certification - Pilot",https://data.ntsb.gov/Docket?ProjectID=82573
CEN12FA115,ACC,82574,2011-12-24T14:50:00Z,McArthur,Ohio,United States,,N33SR,FALSE,Aviation,DirectorBrief,2013-08-07T04:00:00Z,Fatal,3,0,0,The pilot’s failure to maintain airplane control during an attempted go-around.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - (general) - Not attained/maintained, Personnel issues - Task performance - (general) - (general) - Pilot",https://data.ntsb.gov/Docket?ProjectID=82574
ERA12FA120,ACC,82559,2011-12-22T18:25:00Z,Nashville,Pennsylvania,United States,,N48BS,FALSE,Aviation,DirectorBrief,2013-04-25T04:00:00Z,Fatal,1,0,0,"The pilot's failure to maintain minimum control airspeed after a loss of power to the right engine, which resulted in an uncontrollable roll into an inadvertent stall/spin. Contributing to the accident was the failure of the airplane's right engine for reasons that could not be determined because no preexisting mechanical anomalies were found, and the pilot's subsequent turn toward that inoperative engine while maintaining altitude.","Aircraft - Aircraft power plant - Engine (turbine/turboprop) - (general) - Inoperative, Personnel issues - Action/decision - Action - Incorrect action performance - Pilot, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained",https://data.ntsb.gov/Docket?ProjectID=82559
CEN12IA123,INC,82620,2011-12-22T15:37:00Z,Denver,Colorado,United States,,N469WN,FALSE,Aviation,DirectorBrief,2012-06-28T04:00:00Z,None,0,0,0,"The snowplow operator’s incapacitation due to fatigue, which resulted in the snowplow contacting a parked airplane. Contributing to the incident was the company’s lack of a policy regarding employee fatigue.","Organizational issues - Support/oversight/monitoring - Oversight - Oversight of personnel - Other institution/organization, Personnel issues - Physical - Alertness/Fatigue - (general) - Other, Personnel issues - Physical - Impairment/incapacitation - (general) - Other",https://data.ntsb.gov/Docket?ProjectID=82620
CEN12LA112,ACC,82562,2011-12-22T12:55:00Z,Marysville,Ohio,United States,,N161PC,FALSE,Aviation,DirectorBrief,2012-12-11T05:00:00Z,Fatal,1,0,0,The pilot’s failure to maintain sufficient altitude from the terrain while performing low-level aerobatics.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Personnel issues - Action/decision - (general) - (general) - Pilot",https://data.ntsb.gov/Docket?ProjectID=82562
ERA12CA119,ACC,82553,2011-12-21T17:15:00Z,Fall Branch,Tennessee,United States,,N500TN,FALSE,Aviation,DirectorBrief,2012-03-27T04:00:00Z,None,0,0,0,"The pilot's improper decision to continue a visual flight into instrument meteorological conditions, which resulted in a wire strike.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Environmental issues - Physical environment - Object/animal/substance - Wire - Contributed to outcome, Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - (general) - Effect on operation",https://data.ntsb.gov/Docket?ProjectID=82553
ANC12CA016,ACC,82555,2011-12-21T11:20:00Z,Kwigillingok,Alaska,United States,,N6480H,FALSE,Aviation,DirectorBrief,2012-04-02T04:00:00Z,Minor,0,0,1,"The pilot’s decision to continue visual flight into instrument meteorological conditions with moderate icing, which resulted in structural icing and an aerodynamic stall.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Attain/maintain not possible, Environmental issues - Conditions/weather/phenomena - Temp/humidity/pressure - Conducive to structural icing - Effect on equipment",https://data.ntsb.gov/Docket?ProjectID=82555
DCA12WA022,ACC,82557,2011-12-20T18:13:00Z,Yogyakarta,,Indonesia,,PK-CKM,FALSE,Aviation,None,,None,0,0,0,,,https://data.ntsb.gov/Docket?ProjectID=82557
ERA12FA115,ACC,82544,2011-12-20T11:05:00Z,Morristown,New Jersey,United States,,N731CA,FALSE,Aviation,DirectorBrief,2013-04-10T04:00:00Z,Fatal,5,0,0,"The airplane’s encounter with unforecasted severe icing conditions that were characterized by high ice accretion rates and the pilot's failure to use his command authority to depart the icing conditions in an expeditious manner, which resulted in a loss of airplane control.","Environmental issues - Conditions/weather/phenomena - Temp/humidity/pressure - Conducive to structural icing - Contributed to outcome, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - (general) - Not attained/maintained, Environmental issues - Conditions/weather/phenomena - Temp/humidity/pressure - Conducive to structural icing - Effect on equipment",https://data.ntsb.gov/Docket?ProjectID=82544
CEN12LA109,ACC,82542,2011-12-20T02:45:00Z,Denton,Texas,United States,,N987BT,FALSE,Aviation,DirectorBrief,2013-02-27T05:00:00Z,Fatal,1,2,0,The pilot's controlled flight into terrain while maneuvering at a low altitude in instrument meteorological conditions. Contributing to the accident was the pilot's decision to perform a circling maneuver in weather below circling minimums instead of flying the missed approach instructions.,"Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - Fog - Effect on operation, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Use of policy/procedure - Pilot, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot",https://data.ntsb.gov/Docket?ProjectID=82542
CEN12FA108,ACC,82539,2011-12-19T22:50:00Z,Bryan,Texas,United States,,N3590T,FALSE,Aviation,DirectorBrief,2012-08-20T04:00:00Z,Fatal,5,0,0,"The pilot’s inadvertent encounter with severe weather, which resulted in the airplane’s left wing failing in positive overload. Contributing to the accident was the pilot’s reliance on outdated weather information that he received on his in-cockpit Next-Generation Radar (NEXRAD).","Environmental issues - Conditions/weather/phenomena - Convective weather - Thunderstorm - Effect on equipment, Environmental issues - Conditions/weather/phenomena - Convective weather - Thunderstorm - Timing of related info, Environmental issues - Conditions/weather/phenomena - Convective weather - Thunderstorm - Decision related to condition",https://data.ntsb.gov/Docket?ProjectID=82539
ERA12LA117,ACC,82551,2011-12-19T12:00:00Z,Lawrenceville,Georgia,United States,,N790GK,FALSE,Aviation,DirectorBrief,2013-01-31T05:00:00Z,None,0,0,0,"The mechanic's improper installation and lubrication of the bushing on the right main landing gear truss assembly, which resulted in the landing gear not locking in the down position.","Personnel issues - Task performance - Maintenance - (general) - Maintenance personnel, Personnel issues - Task performance - Maintenance - Installation - Maintenance personnel, Aircraft - Aircraft systems - Landing gear system - Main landing gear - Malfunction",https://data.ntsb.gov/Docket?ProjectID=82551
DCA12CA023,ACC,82580,2011-12-19T04:17:00Z,McMurdo,,Antarctica,,UNREG,FALSE,Aviation,DirectorBrief,2013-04-03T04:00:00Z,None,0,0,0,"an aerodynamic stall induced by an inadvertent autopilot Home command.  The Home command was entered following a loss of the direct radio link due to improperly set failsafe settings, and an unintentional latching of Home mode from an earlier functionality test.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Angle of attack - Capability exceeded, Aircraft - Aircraft systems - Auto flight system - Autopilot system - Incorrect use/operation, Aircraft - Aircraft systems - Auto flight system - Autopilot system - Unintentional use/operation, Organizational issues - Development - Selection/certification/testing - Equip certification/testing - Operator",https://data.ntsb.gov/Docket?ProjectID=82580
CEN12CA119,ACC,82606,2011-12-18T15:00:00Z,Loreauville,Louisiana,United States,,N61202,FALSE,Aviation,DirectorBrief,2012-03-08T05:00:00Z,Serious,0,2,0,"The student pilot did not maintain adequate airspeed while maneuvering at low altitude, which resulted in an aerodynamic stall.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained, Personnel issues - Action/decision - Action - Lack of action - Student/instructed pilot",https://data.ntsb.gov/Docket?ProjectID=82606
ERA12IA114,INC,82541,2011-12-18T13:00:00Z,Clewiston,Florida,United States,,N717KW,FALSE,Aviation,DirectorBrief,2012-03-27T04:00:00Z,None,0,0,0,"The pilot's inadequate preflight fuel planning, which resulted in a total loss of engine power due to fuel starvation.","Personnel issues - Task performance - Planning/preparation - Fuel planning - Pilot, Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid level, Environmental issues - Physical environment - Terrain - Water - Contributed to outcome",https://data.ntsb.gov/Docket?ProjectID=82541
CEN12CA117,ACC,82558,2011-12-17T14:30:00Z,Atchison,Kansas,United States,,N71911,FALSE,Aviation,DirectorBrief,2012-03-28T04:00:00Z,None,0,0,0,The pilot's inadequate directional control during the landing roll.,"Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained",https://data.ntsb.gov/Docket?ProjectID=82558
WPR12CA069,ACC,82532,2011-12-17T14:00:00Z,Mesquite,Nevada,United States,,N275PM,FALSE,Aviation,DirectorBrief,2012-03-08T05:00:00Z,Minor,0,0,1,"The pilot's improper preflight planning, which resulted in a loss of engine power due to fuel exhaustion.","Aircraft - Aircraft power plant - Power plant - (general) - Failure, Personnel issues - Task performance - Planning/preparation - Fuel planning - Pilot, Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid level",https://data.ntsb.gov/Docket?ProjectID=82532
ERA12CA118,ACC,82552,2011-12-17T11:30:00Z,Montague,Massachusetts,United States,,N89809,FALSE,Aviation,DirectorBrief,2012-03-08T05:00:00Z,None,0,0,0,"The pilot's delay in performing a rejected takeoff after experiencing an intermittent loss of engine power, which resulted in a runway excursion.",Personnel issues - Action/decision - Action - Delayed action - Pilot,https://data.ntsb.gov/Docket?ProjectID=82552
ERA12CA111,ACC,82533,2011-12-16T18:15:00Z,Panacea,Florida,United States,,N99576,FALSE,Aviation,DirectorBrief,2012-04-04T04:00:00Z,None,0,0,0,"The pilot did not attain the proper touchdown point during landing, which resulted in a runway overrun.","Personnel issues - Action/decision - Action - Incorrect action performance - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained",https://data.ntsb.gov/Docket?ProjectID=82533
WPR12CA068,ACC,82531,2011-12-16T16:05:00Z,Cheyenne,Wyoming,United States,,N8281D,FALSE,Aviation,DirectorBrief,2012-03-08T05:00:00Z,None,0,0,0,"The pilot's inadequate compensation for the crosswind, which resulted in a loss of directional control.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Contributed to outcome",https://data.ntsb.gov/Docket?ProjectID=82531
ERA12LA112,ACC,82535,2011-12-16T12:30:00Z,Merry Hill,North Carolina,United States,,N9279T,FALSE,Aviation,DirectorBrief,2012-10-09T04:00:00Z,Serious,0,1,0,"Operation of the airplane by a non-certificated pilot. Contributing to the accident was the non-certificated pilot’s failure to maintain airspeed while making a forced landing following a total loss of engine power at low altitude, which resulted in an aerodynamic stall. Also contributing was the pilot’s improper fuel management, which resulted in a total loss of engine power due to fuel starvation.","Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid management, Personnel issues - Task performance - Planning/preparation - Fuel planning - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained, Personnel issues - Action/decision - Action - Lack of action - Pilot, Personnel issues - Experience/knowledge - Experience/qualifications - Qualification/certification - Pilot",https://data.ntsb.gov/Docket?ProjectID=82535
ERA12CA110,ACC,82526,2011-12-15T20:40:00Z,Farmville,Virginia,United States,,N788SR,FALSE,Aviation,DirectorBrief,2012-03-08T05:00:00Z,None,0,0,0,"The pilot did not maintain the proper approach path, which resulted in a runway undershoot.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained",https://data.ntsb.gov/Docket?ProjectID=82526
CEN12LA110,ACC,82543,2011-12-15T17:05:00Z,Midland,Texas,United States,,N275D,FALSE,Aviation,DirectorBrief,2013-04-10T04:00:00Z,None,0,0,0,"The pilot’s improper fuel management during the flight, which resulted in a total loss of engine power.","Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid management, Personnel issues - Action/decision - Action - Incorrect action selection - Pilot",https://data.ntsb.gov/Docket?ProjectID=82543
ANC12FA014,ACC,82530,2011-12-15T16:30:00Z,Nanwalek,Alaska,United States,,N252AL,FALSE,Aviation,DirectorBrief,2013-10-29T04:00:00Z,Minor,0,0,4,"The pilot’s decision to takeoff from a contaminated runway with unfavorable wind conditions, and his failure to maintain airspeed during the initial climb, which resulted in an aerodynamic stall. Contributing to the accident was the operator’s inadequate procedures for operational control and dispatch.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained, Organizational issues - Management - Policy/procedure - Adequacy of policy/proc - Operator, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Snow/slush/ice covered surface - Contributed to outcome, Environmental issues - Conditions/weather/phenomena - Turbulence - Terrain induced turbulence - Contributed to outcome",https://data.ntsb.gov/Docket?ProjectID=82530
ANC12CA015,ACC,82554,2011-12-15T14:00:00Z,Hughes,Alaska,United States,,N9FW,FALSE,Aviation,DirectorBrief,2012-03-28T04:00:00Z,None,0,0,0,"The pilot did not clear the area surrounding the airplane prior to taxi, resulting in the airplane contacting a piece of baggage.","Personnel issues - Task performance - Inspection - Preflight inspection - Pilot, Environmental issues - Physical environment - Object/animal/substance - (general) - Contributed to outcome",https://data.ntsb.gov/Docket?ProjectID=82554
WPR12FA067,ACC,82522,2011-12-15T10:54:00Z,Phoenix,Arizona,United States,,N7850P,FALSE,Aviation,DirectorBrief,2014-02-03T05:00:00Z,Fatal,1,1,0,"The pilot's failure to maintain adequate separation behind a corporate jet, which resulted in an encounter with wake turbulence and a subsequent loss of control.","Personnel issues - Action/decision - Action - Incorrect action performance - Pilot, Environmental issues - Conditions/weather/phenomena - Turbulence - Wake turbulence - Effect on equipment, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Conditions/weather/phenomena - Light condition - Glare - Effect on personnel",https://data.ntsb.gov/Docket?ProjectID=82522
CEN12WA105,ACC,82520,2011-12-14T20:20:00Z,Ottawa,,Canada,,C-FEFQ,FALSE,Aviation,None,2020-11-03T05:00:00Z,Fatal,2,0,0,,,https://data.ntsb.gov/Docket?ProjectID=82520
WPR12FA066,ACC,82513,2011-12-14T10:33:00Z,Tucson,Arizona,United States,,N4052G,FALSE,Aviation,DirectorBrief,2013-02-27T05:00:00Z,Serious,0,1,0,"A loss of engine power due to the pilot's failure to utilize carburetor heat while maneuvering.
.","Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot, Environmental issues - Conditions/weather/phenomena - Temp/humidity/pressure - Conducive to carburetor icing - Effect on equipment",https://data.ntsb.gov/Docket?ProjectID=82513
WPR12LA065,ACC,82512,2011-12-13T17:20:00Z,Rock Springs,Wyoming,United States,,N8067Z,FALSE,Aviation,DirectorBrief,2013-02-12T05:00:00Z,Minor,0,0,5,The unauthorized operation of the helicopter by a non-certificated and unqualified individual who failed to maintain helicopter control.,"Personnel issues - Experience/knowledge - Experience/qualifications - (general) - Pilot, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - (general) - Not attained/maintained",https://data.ntsb.gov/Docket?ProjectID=82512
WPR12LA064,ACC,82511,2011-12-13T10:00:00Z,Friday Harbor,Washington,United States,,N1810P,FALSE,Aviation,DirectorBrief,2012-10-09T04:00:00Z,None,0,0,0,A total loss of engine power during initial climb for reasons that could not be determined because postaccident examination of the airframe and engine did not reveal any anomalies that would have precluded normal operation.,Not determined - Not determined - (general) - (general) - Unknown/Not determined,https://data.ntsb.gov/Docket?ProjectID=82511
ERA12FA107,ACC,82495,2011-12-11T14:30:00Z,Somerville,Tennessee,United States,,N347DS,FALSE,Aviation,DirectorBrief,2012-08-15T04:00:00Z,Fatal,1,0,0,The pilot's incapacitation due to a ruptured berry aneurysm during takeoff.,"Personnel issues - Physical - Impairment/incapacitation - Other loss of consciousness - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - (general) - Attain/maintain not possible",https://data.ntsb.gov/Docket?ProjectID=82495
WPR12CA061,ACC,82492,2011-12-10T14:45:00Z,Furnace Creek,California,United States,,N28870,FALSE,Aviation,DirectorBrief,2012-03-08T05:00:00Z,None,0,0,0,"The pilot's improper landing flare, inadequate recovery from a bounced landing, and loss of directional control.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Incorrect use/operation, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained",https://data.ntsb.gov/Docket?ProjectID=82492
