NtsbNo,EventType,Mkey,EventDate,City,State,Country,ReportNo,N#,HasSafetyRec,Mode,ReportType,OriginalPublishedDate,HighestInjuryLevel,FatalInjuryCount,SeriousInjuryCount,MinorInjuryCount,ProbableCause,Findings,DocketUrl
ANC20MA010,ACC,100736,2019-12-26T17:57:00Z,Lihue,Hawaii,United States,,N985SA,FALSE,Aviation,DirectorBrief,,Fatal,7,0,0,,,https://data.ntsb.gov/Docket?ProjectID=100736
ERA20CA078,ACC,100822,2019-12-26T11:35:00Z,Ormond Beach,Florida,United States,,N882TC,FALSE,Aviation,DirectorBrief,2020-06-16T04:00:00Z,None,0,0,0,"The student pilot’s improper landing flare, which resulted in a hard landing.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Student/instructed pilot",https://data.ntsb.gov/Docket?ProjectID=100822
ERA20FA056,ACC,100726,2019-12-25T18:13:00Z,Headland,Alabama,United States,,N663SF,FALSE,Aviation,DirectorBrief,,Fatal,1,0,0,,,https://data.ntsb.gov/Docket?ProjectID=100726
ERA20CA110,ACC,100988,2019-12-24T17:30:00Z,Cortland,New York,United States,,N7450R,FALSE,Aviation,DirectorBrief,2020-06-16T04:00:00Z,Minor,0,0,1,"The student pilot's failure to maintain the runway heading during takeoff, which resulted in impact with a snowbank and a subsequent nose-over.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Student/instructed pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Heading/course - Not attained/maintained",https://data.ntsb.gov/Docket?ProjectID=100988
ERA20LA070,ACC,100781,2019-12-24T17:00:00Z,Concord,North Carolina,United States,,N30259,FALSE,Aviation,DirectorBrief,,Minor,0,0,1,,,https://data.ntsb.gov/Docket?ProjectID=100781
CEN20WA045,ACC,100741,2019-12-24T16:29:00Z,San Rafael,,Mexico,,XA-TWN,FALSE,Aviation,None,,None,0,0,0,,,https://data.ntsb.gov/Docket?ProjectID=100741
ERA20LA080,ACC,100831,2019-12-24T15:15:00Z,Suffolk,Virginia,United States,,N230BW,FALSE,Aviation,DirectorBrief,,None,0,0,0,,,https://data.ntsb.gov/Docket?ProjectID=100831
GAA20WA101,ACC,100766,2019-12-24T10:30:00Z,"Rio Branco, Cerro Largo",,Uruguay,,CX-BRE-R,FALSE,Aviation,None,,Fatal,1,0,0,,,https://data.ntsb.gov/Docket?ProjectID=100766
DCA20WA044,INC,100725,2019-12-24T05:00:00Z,Manchester,,United Kingdom,,G-TAWG,FALSE,Aviation,None,,None,0,0,0,,,https://data.ntsb.gov/Docket?ProjectID=100725
CEN20CA059,ACC,100815,2019-12-23T16:04:00Z,Xenia,Ohio,United States,,N227L,FALSE,Aviation,DirectorBrief,2020-06-16T04:00:00Z,None,0,0,0,"The pilot’s failure to maintain airplane control during landing, which resulted in the right tire contacting the runway first followed by the left wing.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - (general) - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",https://data.ntsb.gov/Docket?ProjectID=100815
ERA20CA111,ACC,100991,2019-12-23T15:00:00Z,Hanson,Massachusetts,United States,,N5792U,FALSE,Aviation,DirectorBrief,2021-02-02T05:00:00Z,None,0,0,0,"The flight instructor's delayed remedial action, which resulted in his decision to perform an off field landing and the airplane's subsequent impact with terrain.","Personnel issues - Action/decision - Action - Delayed action - Instructor/check pilot, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Instructor/check pilot",https://data.ntsb.gov/Docket?ProjectID=100991
CEN20CA040,ACC,100721,2019-12-23T14:30:00Z,Pineville,Louisiana,United States,,N739SB,FALSE,Aviation,DirectorBrief,2020-06-16T04:00:00Z,Minor,0,0,1,"The pilot's failure to attain an adequate climb rate during an aborted landing with a left quartering, gusting headwind, which resulted in impact with a tree.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Climb rate - Not attained/maintained, Environmental issues - Conditions/weather/phenomena - Wind - Gusts - Effect on operation, Environmental issues - Physical environment - Object/animal/substance - Tree(s) - Effect on operation",https://data.ntsb.gov/Docket?ProjectID=100721
WPR20CA052,ACC,100745,2019-12-23T10:30:00Z,Chandler,Arizona,United States,,N924PA,FALSE,Aviation,DirectorBrief,2020-06-16T04:00:00Z,None,0,0,0,"The student pilot's loss of directional control during the landing roll, which resulted in a collision with a taxiway sign.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Student/instructed pilot, Environmental issues - Physical environment - Object/animal/substance - Sign/marker - Effect on operation",https://data.ntsb.gov/Docket?ProjectID=100745
ENG20WA011,INC,100729,2019-12-23T06:50:00Z,Guwahati,,India,,VT-WGL,FALSE,Aviation,None,,None,0,0,0,,,https://data.ntsb.gov/Docket?ProjectID=100729
ENG20WA019,INC,101040,2019-12-23T05:00:00Z,New Chitose Airport (RJCC),,Japan,,B-3203,FALSE,Aviation,None,,None,0,0,0,,,https://data.ntsb.gov/Docket?ProjectID=101040
DCA20LA047,ACC,100783,2019-12-22T19:59:00Z,Denver,Colorado,United States,,N87513,FALSE,Aviation,DirectorBrief,,None,0,0,0,,,https://data.ntsb.gov/Docket?ProjectID=100783
WPR20CA056,ACC,100758,2019-12-22T14:00:00Z,Lake Havasu,Arizona,United States,,N5057Z,FALSE,Aviation,DirectorBrief,2020-06-16T04:00:00Z,Serious,0,1,0,"The total loss of engine power due to fuel exhaustion, which resulted from the pilot's inadequate preflight fuel inspection.","Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid level, Personnel issues - Task performance - Inspection - Preflight inspection - Pilot, Environmental issues - Physical environment - Object/animal/substance - (general) - Effect on operation",https://data.ntsb.gov/Docket?ProjectID=100758
ENG20WA009,INC,100727,2019-12-22T13:33:00Z,Mumbai,,India,,VT-WJE,FALSE,Aviation,None,,None,0,0,0,,,https://data.ntsb.gov/Docket?ProjectID=100727
ERA20CA059,ACC,100732,2019-12-22T10:10:00Z,Mayaguez,Puerto Rico,United States,,N211RR,FALSE,Aviation,DirectorBrief,2020-08-17T04:00:00Z,Minor,0,0,1,"The student pilot's inadvertent movement of the fuel shutoff switch to the “off” position while attempting to take a picture of himself, which resulted in a total loss of engine power due to fuel starvation and a subsequent ditching in open water.","Personnel issues - Task performance - Use of equip/info - Use of equip/system - Student/instructed pilot, Personnel issues - Psychological - Attention/monitoring - Attention - Student/instructed pilot, Aircraft - Aircraft systems - Fuel system - Fuel selector/shutoff valve - Unintentional use/operation, Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid level",https://data.ntsb.gov/Docket?ProjectID=100732
DCA20CA050,ACC,100797,2019-12-21T21:19:00Z,Kansas City,Missouri,United States,,N7739A,FALSE,Aviation,DirectorBrief,,None,0,0,0,,,https://data.ntsb.gov/Docket?ProjectID=100797
WPR20FA049,ACC,100718,2019-12-21T19:22:00Z,Goodyear,Arizona,United States,,N3371U,FALSE,Aviation,DirectorBrief,,Fatal,1,0,0,,,https://data.ntsb.gov/Docket?ProjectID=100718
CEN20FA038,ACC,100716,2019-12-21T16:14:00Z,Evansville,Indiana,United States,,N601FL,FALSE,Aviation,DirectorBrief,,Fatal,1,0,0,,,https://data.ntsb.gov/Docket?ProjectID=100716
GAA20WA104,ACC,100795,2019-12-21T14:45:00Z,"Salzburg, Austria",,Austria,,D-EPRB,FALSE,Aviation,None,,Fatal,2,1,0,,,https://data.ntsb.gov/Docket?ProjectID=100795
CEN20LA042,ACC,100723,2019-12-21T14:06:00Z,Rush City,Minnesota,United States,,N9646Q,FALSE,Aviation,DirectorBrief,,None,0,0,0,,,https://data.ntsb.gov/Docket?ProjectID=100723
ERA20CA058,ACC,100731,2019-12-21T12:45:00Z,Gainesville,Florida,United States,,N6300W,FALSE,Aviation,DirectorBrief,2020-08-17T04:00:00Z,Minor,0,0,1,The airplane's impact by a bird during the initial climb.,"Environmental issues - Physical environment - Object/animal/substance - Animal(s)/bird(s) - Effect on operation, Environmental issues - Physical environment - Object/animal/substance - Animal(s)/bird(s) - Ability to respond/compensate",https://data.ntsb.gov/Docket?ProjectID=100731
CEN20CA039,ACC,100720,2019-12-20T16:40:00Z,Delaware,Ohio,United States,,N91WW,FALSE,Aviation,DirectorBrief,2020-06-16T04:00:00Z,Minor,0,0,1,"The student pilot’s failure to maintain yaw control during takeoff, which resulted in an aborted takeoff and subsequent landing on grassy terrain, during which the airplane bounced and then nosed over.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Student/instructed pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Yaw control - Not attained/maintained, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Soft surface - Effect on operation",https://data.ntsb.gov/Docket?ProjectID=100720
ERA20WA066,ACC,100768,2019-12-19T22:52:00Z,Charallave,,Venezuela,,YV1104,FALSE,Aviation,None,,Fatal,9,0,0,,,https://data.ntsb.gov/Docket?ProjectID=100768
ERA20LA057,ACC,100730,2019-12-19T20:40:00Z,Florida,Massachusetts,United States,,N4726S,FALSE,Aviation,DirectorBrief,,Minor,0,0,3,,,https://data.ntsb.gov/Docket?ProjectID=100730
ERA20CA090,ACC,100878,2019-12-19T17:35:00Z,Hickory Valley,Tennessee,United States,,N113A,FALSE,Aviation,DirectorBrief,2021-02-02T05:00:00Z,None,0,0,0,The pilot’s improper fuel planning which resulted in a total loss of engine power due to fuel exhaustion.,"Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid level, Personnel issues - Task performance - Planning/preparation - Fuel planning - Pilot",https://data.ntsb.gov/Docket?ProjectID=100878
CEN20LA037,ACC,100712,2019-12-19T16:10:00Z,Beeville,Texas,United States,,N695AP,FALSE,Aviation,DirectorBrief,2021-05-05T04:00:00Z,None,0,0,0,"The solo student pilot's improper cyclic input during takeoff, which resulted in dynamic rollover.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Student/instructed pilot, Aircraft - Aircraft propeller/rotor - Rotorcraft flight control - Main rotor control - Incorrect use/operation, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Lateral/bank control - Not attained/maintained, Personnel issues - Experience/knowledge - Training - Training with equipment - Student/instructed pilot",https://data.ntsb.gov/Docket?ProjectID=100712
DCA20CA046,ACC,100734,2019-12-19T11:20:00Z,Chicago,Illinois,United States,,N68802,FALSE,Aviation,DirectorBrief,,None,0,0,0,,,https://data.ntsb.gov/Docket?ProjectID=100734
ENG20WA035,ACC,101472,2019-12-19T05:00:00Z,Moruya,,Australia,,N210BA,FALSE,Aviation,None,,Serious,0,1,1,,,https://data.ntsb.gov/Docket?ProjectID=101472
CEN20LA043,ACC,100724,2019-12-18T20:10:00Z,Harrison,Ohio,United States,,N5406R,FALSE,Aviation,DirectorBrief,2021-05-05T04:00:00Z,None,0,0,0,"A total loss of engine power during approach to land due to carburetor icing during a simulated engine failure, which resulted in impact with trees.","Environmental issues - Conditions/weather/phenomena - Temp/humidity/pressure - Conducive to carburetor icing - Contributed to outcome, Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Attain/maintain not possible, Environmental issues - Physical environment - Object/animal/substance - Tree(s) - Contributed to outcome",https://data.ntsb.gov/Docket?ProjectID=100724
CEN20LA036,ACC,100710,2019-12-18T18:43:00Z,Starkville,Mississippi,United States,,N9566S,FALSE,Aviation,DirectorBrief,2021-05-05T04:00:00Z,Minor,0,0,1,The total loss of engine power due to fuel exhaustion. Contributing to the accident was the pilot's decision not to visually confirm the remaining fuel onboard during the intermediate stop.,"Aircraft - Aircraft systems - Fuel system - Fuel quantity indicator - Malfunction, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Attain/maintain not possible, Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid level, Personnel issues - Action/decision - Info processing/decision - Expectation/assumption - Pilot, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot",https://data.ntsb.gov/Docket?ProjectID=100710
CEN20WA056,INC,100777,2019-12-18T13:45:00Z,Geneva,,Switzerland,,D-CNMB,FALSE,Aviation,None,,None,0,0,0,,,https://data.ntsb.gov/Docket?ProjectID=100777
WPR20CA048,ACC,100708,2019-12-18T12:30:00Z,Caldwell,Idaho,United States,,N1107C,FALSE,Aviation,DirectorBrief,2020-06-16T04:00:00Z,None,0,0,0,"The student pilot's failure to establish a positive climb rate during an aborted landing, which resulted in abnormal runway contact, a subsequent loss of directional control, runway excursion, and the right main landing gear collapsing.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Pitch control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Student/instructed pilot",https://data.ntsb.gov/Docket?ProjectID=100708
DCA20CA043,ACC,100713,2019-12-18T12:09:00Z,Disputanta,Virginia,United States,,N959UW,FALSE,Aviation,DirectorBrief,2021-01-26T05:00:00Z,Serious,0,1,0,an encounter with clear air turbulence during cruise flight.,Environmental issues - Conditions/weather/phenomena - Turbulence - Clear air turbulence - Effect on personnel,https://data.ntsb.gov/Docket?ProjectID=100713
CEN20LA041,ACC,100722,2019-12-18T10:00:00Z,Scotts Bluff,Nebraska,United States,,CGOJG,FALSE,Aviation,DirectorBrief,,None,0,0,0,,,https://data.ntsb.gov/Docket?ProjectID=100722
WPR20CA046,ACC,100701,2019-12-17T12:16:00Z,Visalia,California,United States,,"N160RW, N961GG",FALSE,Aviation,DirectorBrief,2020-08-17T04:00:00Z,None,0,0,0,"The single-engine pilot’s failure to yield to traffic established on the taxiway, which resulted in a ground collision.","Personnel issues - Psychological - Attention/monitoring - Monitoring other aircraft - Pilot of other aircraft, Environmental issues - Physical environment - Object/animal/substance - Aircraft - Effect on operation",https://data.ntsb.gov/Docket?ProjectID=100701
DCA20WA039,INC,100699,2019-12-16T18:11:00Z,Shannon,,Ireland,,N642UA,FALSE,Aviation,None,,None,0,0,0,,,https://data.ntsb.gov/Docket?ProjectID=100699
WPR20CA045,ACC,100697,2019-12-16T15:45:00Z,Lancaster,California,United States,,N4098N,FALSE,Aviation,DirectorBrief,2020-06-16T04:00:00Z,Minor,0,0,2,The student pilot's failure to maintain directional control and his use of excessive braking while taxiing.,"Personnel issues - Task performance - Use of equip/info - Aircraft control - Student/instructed pilot, Personnel issues - Task performance - Use of equip/info - Use of equip/system - Student/instructed pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Aircraft - Aircraft systems - Landing gear system - Brake - Incorrect use/operation, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Surface speed/braking - Not attained/maintained",https://data.ntsb.gov/Docket?ProjectID=100697
DCA20CA038,ACC,100698,2019-12-16T14:23:00Z,Alexandria,Louisiana,United States,,N805AE,FALSE,Aviation,DirectorBrief,2021-01-26T05:00:00Z,Serious,0,1,0,an encounter with convectively induced turbulence while overflying an area of known convective activity.,Environmental issues - Conditions/weather/phenomena - Turbulence - Convective turbulence - Effect on personnel,https://data.ntsb.gov/Docket?ProjectID=100698
WPR20CA043,ACC,100695,2019-12-16T13:30:00Z,Nampa,Idaho,United States,,N719JS,FALSE,Aviation,DirectorBrief,2020-06-16T04:00:00Z,None,0,0,0,"The pilot's selection of unsuitable terrain for landing, which resulted in impact with a knoll and a subsequent ground-loop.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - (general) - Effect on operation",https://data.ntsb.gov/Docket?ProjectID=100695
ERA20CA138,ACC,101121,2019-12-16T09:15:00Z,Davenport,Florida,United States,,N3013T,FALSE,Aviation,DirectorBrief,2020-08-25T04:00:00Z,Serious,0,1,0,"The pilot’s failure to maintain the proper descent rate during the approach to landing, which resulted in a hard landing and serious injury to a passenger.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent rate - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",https://data.ntsb.gov/Docket?ProjectID=101121
ERA20LA055,ACC,100693,2019-12-15T14:00:00Z,New Market,Virginia,United States,,N1984A,FALSE,Aviation,DirectorBrief,2021-01-28T05:00:00Z,None,0,0,0,"The pilot's improper touchdown, which resulted in a hard landing and an overload failure of the right main landing gear leg and its associated shock/dampener.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Incorrect use/operation",https://data.ntsb.gov/Docket?ProjectID=100693
DCA20CA040,ACC,100704,2019-12-15T07:27:00Z,Philadelphia,Pennsylvania,United States,,N648AE,FALSE,Aviation,DirectorBrief,,None,0,0,0,,,https://data.ntsb.gov/Docket?ProjectID=100704
ANC20CA014,ACC,100807,2019-12-15T05:00:00Z,Tokyo,,Japan,,N22905,FALSE,Aviation,DirectorBrief,2020-06-29T04:00:00Z,None,0,0,0,The airplane’s encounter with prop wash while taxiing behind a larger airplane that was conducting a high-power engine run on the same taxiway. Contributing to the accident was the air traffic controller’s failure to inform the smaller airplane’s pilot about the larger airplane pilot’s intentions.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Attain/maintain not possible, Environmental issues - Conditions/weather/phenomena - (general) - (general) - Effect on operation, Personnel issues - Task performance - Communication (personnel) - Lack of communication - ATC personnel",https://data.ntsb.gov/Docket?ProjectID=100807
ERA20LA054,ACC,100692,2019-12-14T17:56:00Z,San Antonio,Texas,United States,,N440AH,FALSE,Aviation,DirectorBrief,,Minor,0,0,3,,,https://data.ntsb.gov/Docket?ProjectID=100692
WPR20CA050,ACC,100735,2019-12-14T09:45:00Z,Las Cruces,New Mexico,United States,,N2224H,FALSE,Aviation,DirectorBrief,2020-08-17T04:00:00Z,Minor,0,0,2,"A burner flameout, which resulted in the pilot's inability to arrest the balloon’s descent and its subsequent impact with power lines as he was trying to relight the burner.","Aircraft - Aircraft systems - (general) - (general) - Not specified, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Attain/maintain not possible, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent rate - Not attained/maintained, Environmental issues - Physical environment - Object/animal/substance - Wire - Effect on operation",https://data.ntsb.gov/Docket?ProjectID=100735
WPR20WA044,ACC,100696,2019-12-14T05:00:00Z,Mareeba,,Australia,,VH-IAZ,FALSE,Aviation,None,,Fatal,2,0,0,,,https://data.ntsb.gov/Docket?ProjectID=100696
GAA20WA103,ACC,100794,2019-12-13T23:14:00Z,Region del Bio Bio,,Chile,,CC-PGU,FALSE,Aviation,None,,Fatal,1,0,0,,,https://data.ntsb.gov/Docket?ProjectID=100794
WPR20LA042,ACC,100689,2019-12-12T20:00:00Z,Carlsbad,California,United States,,N182EF,FALSE,Aviation,DirectorBrief,,None,0,0,0,,,https://data.ntsb.gov/Docket?ProjectID=100689
GAA19WA598,ACC,104256,2019-12-12T09:20:00Z,Kitzbühel,Other Foreign,Austria,,OE-XHE,FALSE,Aviation,None,,Serious,0,1,0,,,https://data.ntsb.gov/Docket?ProjectID=104256
WPR20TA039,ACC,100683,2019-12-11T17:00:00Z,Riverton,Utah,United States,,N65RS,FALSE,Aviation,DirectorBrief,,Minor,0,0,1,,,https://data.ntsb.gov/Docket?ProjectID=100683
WPR20LA038,ACC,100682,2019-12-11T09:22:00Z,Phoenix,Arizona,United States,,N2822F,FALSE,Aviation,DirectorBrief,,None,0,0,0,,,https://data.ntsb.gov/Docket?ProjectID=100682
DCA20WA041,INC,100705,2019-12-11T05:00:00Z,Auckland,,New Zealand,,9V-SFO,FALSE,Aviation,None,,None,0,0,0,,,https://data.ntsb.gov/Docket?ProjectID=100705
ANC20WA009,ACC,100714,2019-12-11T02:30:00Z,Nanaimo,,Canada,,C-FQYW,FALSE,Aviation,None,,Fatal,3,0,0,,,https://data.ntsb.gov/Docket?ProjectID=100714
ERA20LA053,ACC,100681,2019-12-10T14:03:00Z,Louisville,Kentucky,United States,,N9097W,FALSE,Aviation,DirectorBrief,,None,0,0,0,,,https://data.ntsb.gov/Docket?ProjectID=100681
